ID,Abbr,ArXiv,ArXivDate,NewestDate,Title,Insitutions,Publish,DOI,Demo,Tags,Github,Authors
li2025flexicodec,FlexiCodec,2510.00981v3,2025.10.01,2026.02.25,FlexiCodec: A Dynamic Neural Audio Codec for Low Frame Rates,,,,,Codec,,"Jiaqi Li, Yao Qian, Yuxuan Hu, Leying Zhang, Xiaofei Wang, Heng Lu, Manthan Thakker, Jinyu Li, Sheng Zhao, Zhizheng Wu"
chen2026flexivoice,FlexiVoice,2601.04656v1,2026.01.08,2026.01.08,FlexiVoice: Enabling Flexible Style Control in Zero-Shot TTS with Natural Language Instructions,,,,,,,"Dekun Chen, Xueyao Zhang, Yuancheng Wang, Kenan Dai, Li Ma, Zhizheng Wu"
li2023flm-101b,FLM-101B,2309.03852v3,2023.09.07,2025.01.14,FLM-101B: An Open LLM and How to Train It with $100K Budget,,,,,,,"Xiang Li, Yiqun Yao, Xin Jiang, Xuezhi Fang, Xuying Meng, Siqi Fan, Peng Han, Jing Li, Li Du, Bowen Qin, Zheng Zhang, Aixin Sun, Yequan Wang"
ho2019flow++,Flow++,1902.00275v2,2019.02.01,2019.05.15,Flow++: Improving Flow-Based Generative Models with Variational Dequantization and Architecture Design,,ICML2019,,,,,"Jonathan Ho, Xi Chen, Aravind Srinivas, Yan Duan, Pieter Abbeel"
miao2020flow-tts,Flow-TTS,,,2020.05.04,Flow-TTS: A Non-Autoregressive Network for Text to Speech Based on Flow,,ICASSP2020,https://doi.org/10.1109/ICASSP40776.2020.9054484,https://liangshuang1993.github.io/Flow-TTS-demo/index.html,TTS,,"Chenfeng Miao, Shuang Liang, Minchuan Chen, Jun Ma, Shaojun Wang, Jing Xiao"
kim2018flowavenet,FloWaveNet,1811.02155v3,2018.11.06,2019.05.20,FloWaveNet: A Generative Flow for Raw Audio,,,,,,,"Sungwon Kim, Sang-gil Lee, Jongyoon Song, Jaehyeon Kim, Sungroh Yoon"
pia2024flowmac,FlowMAC,2409.17635v2,2024.09.26,2025.04.06,FlowMAC: Conditional Flow Matching for Audio Coding at Low Bit Rates,"Fraunhofer IIS@Germany, International Audio Laboratories Erlangen@Germany",,,,,,"Nicola Pia, Martin Strauss, Markus Multrus, Bernd Edler"
ma2019flowseq,FlowSeq,1909.02480v3,2019.09.05,2019.10.09,FlowSeq: Non-Autoregressive Conditional Sequence Generation with Generative Flow,,ENMLP2019,,,,,"Xuezhe Ma, Chunting Zhou, Xian Li, Graham Neubig, Eduard Hovy"
valle2020flowtron,Flowtron,2005.05957v3,2020.05.12,2020.07.16,Flowtron: An Autoregressive Flow-Based Generative Network for Text-to-Speech Synthesis,,ICLR2021,,,,,"Rafael Valle, Kevin Shih, Ryan Prenger, Bryan Catanzaro"
fei2024flux,FluxMusic,2409.00587v2,2024.09.01,2024.12.20,FLUX That Plays Music,,,,,,,"Zhengcong Fei, Mingyuan Fan, Changqian Yu, Junshi Huang"
guo2024fly-tts,FLY-TTS,2407.00753v1,2024.06.30,2024.06.30,"FLY-TTS: Fast, Lightweight and High-Quality End-to-End Text-to-Speech Synthesis",ZJU@CHN,InterSpeech2024,,,,,"Yinlin Guo, Yening Lv, Jinqiao Dou, Yan Zhang, Yuehai Wang"
lipman2022flow,FM,2210.02747v2,2022.10.06,2023.02.08,Flow Matching for Generative Modeling,,,,,Basic,,"Yaron Lipman, Ricky T. Q. Chen, Heli Ben-Hamu, Maximilian Nickel, Matt Le"
xue2023foundationtts,FoundationTTS,2303.02939v3,2023.03.06,2023.03.08,FoundationTTS: Text-to-Speech for ASR Customization with Generative Language Model,,,,,,,"Ruiqing Xue, Yanqing Liu, Lei He, Xu Tan, Linquan Liu, Edward Lin, Sheng Zhao"
gao2024parameter,FourierFT,2405.03003v1,2024.05.05,2024.05.05,Parameter-Efficient Fine-Tuning with Discrete Fourier Transform,,,,,PEFT,,"Ziqi Gao, Qichao Wang, Aochuan Chen, Zijing Liu, Bingzhe Wu, Liang Chen, Jia Li"
kim2021fre-gan,Fre-GAN,2106.02297v2,2021.06.04,2021.06.14,Fre-GAN: Adversarial Frequency-Consistent Audio Synthesis,,,,,,,"Ji-Hoon Kim, Sang-Hoon Lee, Ji-Hyun Lee, Seong-Whan Lee"
zheng2024freecodec,FreeCodec,2412.01053v3,2024.12.02,2025.06.28,FreeCodec: A Disentangled Neural Speech Codec with Fewer Tokens,,,,,,,"Youqiang Zheng, Weiping Tu, Yueteng Kang, Jie Chen, Yike Zhang, Li Xiao, Yuhong Yang, Long Ma"
lv2024freev,FreeV,2406.08196v1,2024.06.12,2024.06.12,FreeV: Free Lunch for Vocoders through Pseudo Inversed Mel Filter,"NPU(ASLP)@CHN, iQIYI@CHN",InterSpeech2024,,,Vocoder,,"Yuanjun Lv, Hai Li, Ying Yan, Junhui Liu, Danming Xie, Lei Xie"
wang2024freeze-omni,Freeze-Omni,2411.00774v5,2024.11.01,2024.12.08,Freeze-Omni: A Smart and Low Latency Speech-to-Speech Dialogue Model with Frozen LLM,,,,,,,"Xiong Wang, Yangze Li, Chaoyou Fu, Yunhang Shen, Lei Xie, Ke Li, Xing Sun, Long Ma"
mentzer2023finite,FSQ,2309.15505v2,2023.09.27,2023.10.12,Finite Scalar Quantization: VQ-VAE Made Simple,,ICLR2024,,,,,"Fabian Mentzer, David Minnen, Eirikur Agustsson, Michael Tschannen"
fun2025fun-audio-chat,Fun-Audio-Chat,2512.20156v4,2025.12.23,2026.01.20,Fun-Audio-Chat Technical Report,,,,,,,"Tongyi Fun Team, Qian Chen, Luyao Cheng, Chong Deng, Xiangang Li, Jiaqing Liu, Chao-Hong Tan, Wen Wang, Junhao Xu, Jieping Ye, Qinglin Zhang, Qiquan Zhang, Jingren Zhou"
gao2023funasr,FunASR,2305.11013v1,2023.05.18,2023.05.18,FunASR: A Fundamental End-to-End Speech Recognition Toolkit,,InterSpeech2023,,,,,"Zhifu Gao, Zerui Li, Jiaming Wang, Haoneng Luo, Xian Shi, Mengzhe Chen, Yabin Li, Lingyun Zuo, Zhihao Du, Zhangyu Xiao, Shiliang Zhang"
an2024funaudiollm,FunAudioLLM,2407.04051v3,2024.07.04,2024.07.11,FunAudioLLM: Voice Understanding and Generation Foundation Models for Natural Interaction Between Humans and LLMs,,,,,,,"Keyu An, Qian Chen, Chong Deng, Zhihao Du, Changfeng Gao, Zhifu Gao, Yue Gu, Ting He, Hangrui Hu, Kai Hu, Shengpeng Ji, Yabin Li, Zerui Li, Heng Lu, Haoneng Luo, Xiang Lv, Bin Ma, Ziyang Ma, Chongjia Ni, Changhe Song, Jiaqi Shi, Xian Shi, Hao Wang, Wen Wang, Yuxuan Wang, Zhangyu Xiao, Zhijie Yan, Yexin Yang, Bin Zhang, Qinglin Zhang, Shiliang Zhang, Nan Zhao, Siqi Zheng"
du2023funcodec,FunCodec,2309.07405v2,2023.09.14,2023.10.07,"FunCodec: A Fundamental, Reproducible and Integrable Open-Source Toolkit for Neural Speech Codec",,,,,,,"Zhihao Du, Shiliang Zhang, Kai Hu, Siqi Zheng"
goodfellow2014generative,GAN,1406.2661v1,2014.06.10,2014.06.10,Generative Adversarial Networks,,NeurIPS2014,,,,,"Ian J. Goodfellow, Jean Pouget-Abadie, Mehdi Mirza, Bing Xu, David Warde-Farley, Sherjil Ozair, Aaron Courville, Yoshua Bengio"
you2021gan,GAN Vocoder,2103.05236v2,2021.03.09,2021.08.23,GAN Vocoder: Multi-Resolution Discriminator Is All You Need,,,,,Vocoder,,"Jaeseong You, Dalhyun Kim, Gyuhyeon Nam, Geumbyeol Hwang, Gyeongsu Chae"
binkowski2019high,GAN-TTS,1909.11646v2,2019.09.25,2019.09.26,High Fidelity Speech Synthesis with Adversarial Networks,,ICLR2019,,,,,"Mikolaj Binkowski, Jeff Donahue, Sander Dieleman, Aidan Clark, Erich Elsen, Norman Casagrande, Luis C. Cobo, Karen Simonyan"
engel2019gansynth,GANSynth,1902.08710v2,2019.02.23,2019.04.15,GANSynth: Adversarial Neural Audio Synthesis,,,,,,,"Jesse Engel, Kumar Krishna Agrawal, Shuo Chen, Ishaan Gulrajani, Chris Donahue, Adam Roberts"
hendrycks2016gaussian,GELU,1606.08415v5,2016.06.27,2023.06.06,Gaussian Error Linear Units (GELUs),,,,,,,"Dan Hendrycks, Kevin Gimpel"
