ID,Abbr,ArXiv,ArXivDate,NewestDate,Title,Insitutions,Publish,DOI,Demo,Tags,Github,Authors
du2024cosyvoice,CosyVoice2,2412.10117v3,2024.12.13,2024.12.25,CosyVoice 2: Scalable Streaming Speech Synthesis with Large Language Models,,,,,,,"Zhihao Du, Yuxuan Wang, Qian Chen, Xian Shi, Xiang Lv, Tianyu Zhao, Zhifu Gao, Yexin Yang, Changfeng Gao, Hui Wang, Fan Yu, Huadai Liu, Zhengyan Sheng, Yue Gu, Chong Deng, Wen Wang, Shiliang Zhang, Zhijie Yan, Jingren Zhou"
du2025cosyvoice,CosyVoice3,2505.17589v2,2025.05.23,2025.05.27,CosyVoice 3: Towards in-the-Wild Speech Generation via Scaling-Up and Post-Training,,,,,,,"Zhihao Du, Changfeng Gao, Yuxuan Wang, Fan Yu, Tianyu Zhao, Hao Wang, Xiang Lv, Hui Wang, Chongjia Ni, Xian Shi, Keyu An, Guanrou Yang, Yabin Li, Yanni Chen, Zhifu Gao, Qian Chen, Yue Gu, Mengzhe Chen, Yafeng Chen, Shiliang Zhang, Wen Wang, Jieping Ye"
wang2020covost,CoVoST,2002.01320v2,2020.02.04,2020.06.09,CoVoST: A Diverse Multilingual Speech-to-Text Translation Corpus,,,,,Dataset,,"Changhan Wang, Juan Pino, Anne Wu, Jiatao Gu"
van2018representation,CPC,1807.03748v2,2018.07.10,2019.01.22,Representation Learning with Contrastive Predictive Coding,,,,,,,"Aaron van den Oord, Yazhe Li, Oriol Vinyals"
geiping2022cramming,Cramming,2212.14034v1,2022.12.28,2022.12.28,Cramming: Training a Language Model on a Single GPU in One Day,,ICML2023,,,,,"Jonas Geiping, Tom Goldstein"
shirish2019ctrl,CTRL,1909.05858v2,2019.09.11,2019.09.20,CTRL: A Conditional Transformer Language Model for Controllable Generation,,,,,,,"Nitish Shirish Keskar, Bryan McCann, Lav R. Varshney, Caiming Xiong, Richard Socher"
jia2022cvss,CVSS,2201.03713v3,2022.01.11,2022.06.26,CVSS Corpus and Massively Multilingual Speech-to-Speech Translation,,,,,Dataset,,"Ye Jia, Michelle Tadmor Ramanovich, Quan Wang, Heiga Zen"
,CWE,,,,Joint Learning of Character and Word Embeddings,,IJCAI2015,,,,,"Xinxiong Chen, Lei Xu, Zhiyuan Liu, Maosong Sun, Huanbo Luan"
kumar2023high,DAC,2306.06546v2,2023.06.11,2023.10.26,High-Fidelity Audio Compression with Improved RVQGAN,,NeurIPS2023Spotlight,,,Codec,,"Rithesh Kumar, Prem Seetharaman, Alejandro Luebs, Ishaan Kumar, Kundan Kumar"
yi2019singing,DAR-SVS,1906.08977v1,2019.06.21,2019.06.21,Singing Voice Synthesis Using Deep Autoregressive Neural Networks for Acoustic Modeling,,,,,SVS,,"Yuan-Hao Yi, Yang Ai, Zhen-Hua Ling, Li-Rong Dai"
melechovsky2024dart,DART,2410.13342v1,2024.10.17,2024.10.17,DART: Disentanglement of Accent and Speaker Representation in Multispeaker Text-to-Speech,,,,,,,"Jan Melechovsky, Ambuj Mehrish, Berrak Sisman, Dorien Herremans"
baevski2022data2vec,Data2Vec,2202.03555v3,2022.02.07,2022.10.25,"data2vec: A General Framework for Self-Supervised Learning in Speech, Vision and Language",,,,,,,"Alexei Baevski, Wei-Ning Hsu, Qiantong Xu, Arun Babu, Jiatao Gu, Michael Auli"
chang2024dc-spin,DC-Spin,2410.24177v1,2024.10.31,2024.10.31,DC-Spin: A Speaker-Invariant Speech Tokenizer for Spoken Language Models,,,,,,,"Heng-Jui Chang, Hongyu Gong, Changhan Wang, James Glass, Yu-An Chung"
battenberg2019location,DCA,1910.10288v2,2019.10.23,2020.04.22,Location-Relative Attention Mechanisms for Robust Long-Form Speech Synthesis,,,,,,,"Eric Battenberg, RJ Skerry-Ryan, Soroosh Mariooryad, Daisy Stanton, David Kao, Matt Shannon, Tom Bagby"
ho2020denoising,DDPM,2006.11239v2,2020.06.19,2020.12.16,Denoising Diffusion Probabilistic Models,,NeurIPS2020,,,,,"Jonathan Ho, Ajay Jain, Pieter Abbeel"
arik2017deepvoice,DeepVoice,1702.07825v2,2017.02.25,2017.03.07,Deep Voice: Real-Time Neural Text-to-Speech,,,,,,,"Sercan O. Arik, Mike Chrzanowski, Adam Coates, Gregory Diamos, Andrew Gibiansky, Yongguo Kang, Xian Li, John Miller, Andrew Ng, Jonathan Raiman, Shubho Sengupta, Mohammad Shoeybi"
arik2017deepvoice2,DeepVoice2,1705.08947v2,2017.05.24,2017.09.20,Deep Voice 2: Multi-Speaker Neural Text-to-Speech,,,,,,,"Sercan Arik, Gregory Diamos, Andrew Gibiansky, John Miller, Kainan Peng, Wei Ping, Jonathan Raiman, Yanqi Zhou"
ping2017deepvoice3,DeepVoice3,1710.07654v3,2017.10.20,2018.02.22,Deep Voice 3: Scaling Text-to-Speech with Convolutional Sequence Learning,,ICLR2018,,,,,"Wei Ping, Kainan Peng, Andrew Gibiansky, Sercan O. Arik, Ajay Kannan, Sharan Narang, Jonathan Raiman, John Miller"
liu2021delightfultts,DelightfulTTS,2110.12612v2,2021.10.25,2021.11.19,DelightfulTTS: The Microsoft Speech Synthesis System for Blizzard Challenge 2021,"Microsoft(AzureSpeech)@USA, MSRA",,,,,,"Yanqing Liu, Zhihang Xu, Gang Wang, Kuan Chen, Bohan Li, Xu Tan, Jinzhu Li, Lei He, Sheng Zhao"
liu2022delightfultts2,DelightfulTTS2,2207.04646v1,2022.07.11,2022.07.11,DelightfulTTS 2: End-to-End Speech Synthesis with Adversarial Vector-Quantized Auto-Encoders,"Microsoft(AzureSpeech)@USA, MSRA",InterSpeech2022,,,,,"Yanqing Liu, Ruiqing Xue, Lei He, Xu Tan, Sheng Zhao"
joon2024dex-tts,DEX-TTS,2406.19135v1,2024.06.27,2024.06.27,DEX-TTS: Diffusion-Based EXpressive Text-to-Speech with Style Modeling on Time Variability,Korea University@Korea,,,,,,"Hyun Joon Park, Jin Sob Kim, Wooseok Shin, Sung Won Han"
anh2022generative,dGSLM,2203.16502v2,2022.03.30,2022.11.22,Generative Spoken Dialogue Language Modeling,,,,,,,"Tu Anh Nguyen, Eugene Kharitonov, Jade Copet, Yossi Adi, Wei-Ning Hsu, Ali Elkahky, Paden Tomasello, Robin Algayres, Benoit Sagot, Abdelrahman Mohamed, Emmanuel Dupoux"
jeong2021diff-tts,Diff-TTS,2104.01409v1,2021.04.03,2021.04.03,Diff-TTS: A Denoising Diffusion Model for Text-to-Speech,,,,,,,"Myeonghun Jeong, Hyeongju Kim, Sung Jun Cheon, Byoung Jin Choi, Nam Soo Kim"
liu2021diffsvc,DiffSVC,2105.13871v1,2021.05.28,2021.05.28,DiffSVC: A Diffusion Probabilistic Model for Singing Voice Conversion,,,,,SVC,,"Songxiang Liu, Yuewen Cao, Dan Su, Helen Meng"
kong2020diffwave,DiffWave,2009.09761v3,2020.09.21,2021.03.30,DiffWave: A Versatile Diffusion Model for Audio Synthesis,,,,,,,"Zhifeng Kong, Wei Ping, Jiaji Huang, Kexin Zhao, Bryan Catanzaro"
nguyen2025diflow-tts,DiFlow-TTS,2509.09631v5,2025.09.11,2026.06.17,DiFlow-TTS: Compact and Low-Latency Zero-Shot Text-to-Speech with Discrete Flow Matching,,,,,,,"Ngoc-Son Nguyen, Thanh V. T. Tran, Hieu-Nghia Huynh-Nguyen, Truong-Son Hy, Van Nguyen"
h.2023dinosr,DinoSR,2305.10005v2,2023.05.17,2024.01.16,DinoSR: Self-Distillation and Online Clustering for Self-Supervised Speech Representation Learning,,,,,,,"Alexander H. Liu, Heng-Jui Chang, Michael Auli, Wei-Ning Hsu, James R. Glass"
song2025distar,DiSTAR,2510.12210v2,2025.10.14,2025.10.15,DiSTAR: Diffusion Over a Scalable Token Autoregressive Representation for Speech Generation,,,,,,,"Yakun Song, Xiaobin Zhuang, Jiawei Chen, Zhikang Niu, Guanrou Yang, Chenpeng Du, Dongya Jia, Zhuo Chen, Yuping Wang, Yuxuan Wang, Xie Chen"
peebles2022scalable,DiT,2212.09748v2,2022.12.19,2023.03.02,Scalable Diffusion Models with Transformers,,ICCV2023,,,,,"William Peebles, Saining Xie"
jia2025ditar,DiTAR,2502.03930v4,2025.02.06,2025.12.08,DiTAR: Diffusion Transformer Autoregressive Modeling for Speech Generation,,,,,,,"Dongya Jia, Zhuo Chen, Jiawei Chen, Chenpeng Du, Jian Wu, Jian Cong, Xiaobin Zhuang, Chumin Li, Zhen Wei, Yuping Wang, Yuxuan Wang"
lee2024ditto-tts,DiTTo-TTS,2406.11427v2,2024.06.17,2025.02.17,DiTTo-TTS: Diffusion Transformers for Scalable Text-to-Speech without Domain-Specific Factors,,,,,,,"Keon Lee, Dong Won Kim, Jaehyeon Kim, Seungjun Chung, Jaewoong Cho"
lanchantin2025diverse,DivPO,2501.18101v4,2025.01.30,2025.05.22,Diverse Preference Optimization,,,,,RLHF,,"Jack Lanchantin, Angelica Chen, Shehzaad Dhuliawala, Ping Yu, Jason Weston, Sainbayar Sukhbaatar, Ilia Kulikov"
mubtasim2024dm-codec,DM-Codec,2410.15017v2,2024.10.19,2025.09.29,DM-Codec: Distilling Multimodal Representations for Speech Tokenization,,,,,,,"Md Mubtasim Ahasan, Md Fahim, Tasnim Mohiuddin, A K M Mahbubur Rahman, Aman Chadha, Tariq Iqbal, M Ashraful Amin, Md Mofijul Islam, Amin Ahsan Ali"
bai2024dmel,dMel,2407.15835v3,2024.07.22,2025.05.21,dMel: Speech Tokenization Made Simple,,,,,,,"Richard He Bai, Tatiana Likhomanenko, Ruixiang Zhang, Zijin Gu, Zakaria Aldeneh, Navdeep Jaitly"
reddy2020dnsmos,DNSMOS,2010.15258v2,2020.10.28,2021.02.10,DNSMOS: A Non-Intrusive Perceptual Objective Speech Quality Metric to Evaluate Noise Suppressors,,ICASSP2021,,,Metric,,"Chandan K A Reddy, Vishak Gopal, Ross Cutler"
rafailov2023direct,DPO,2305.18290v3,2023.05.29,2024.07.29,Direct Preference Optimization: Your Language Model Is Secretly a Reward Model,,,,,RLHF,,"Rafael Rafailov, Archit Sharma, Eric Mitchell, Stefano Ermon, Christopher D. Manning, Chelsea Finn"
rafailov2023direct,DPO,2305.18290v3,2023.05.29,2024.07.29,Direct Preference Optimization: Your Language Model Is Secretly a Reward Model,,NeurIPS2024,,,,,"Rafael Rafailov, Archit Sharma, Eric Mitchell, Stefano Ermon, Christopher D. Manning, Chelsea Finn"
ye2025dream,Dream7B,2508.15487v1,2025.08.21,2025.08.21,Dream 7B: Diffusion Large Language Models,,,,,,,"Jiacheng Ye, Zhihui Xie, Lin Zheng, Jiahui Gao, Zirui Wu, Xin Jiang, Zhenguo Li, Lingpeng Kong"
sohn2026dtm-codec,DTM-Codec,2606.29480v1,2026.06.28,2026.06.28,DTM-Codec: Dynamic Token Masking for VFR Speech Coding with Efficient Boundary Selection,,,,,,,"Hoyeol Sohn, Juhan Nam"
li2025dualcodec,DualCodec,2505.13000v2,2025.05.19,2025.10.01,"DualCodec: A Low-Frame-Rate, Semantically-Enhanced Neural Audio Codec for Speech Generation",,,,,Codec,,"Jiaqi Li, Xiaolong Lin, Zhekai Li, Shixi Huang, Yuancheng Wang, Chaoren Wang, Zhenpeng Zhan, Zhizheng Wu"
xue2023e-chat,E-chat,2401.00475v3,2023.12.31,2024.07.27,E-chat: Emotion-Sensitive Spoken Dialogue System with Large Language Models,,,,,,,"Hongfei Xue, Yuhao Liang, Bingshen Mu, Shiliang Zhang, Mengzhe Chen, Qian Chen, Lei Xie"
liu2024e1,E1 TTS,2409.09351v1,2024.09.14,2024.09.14,E1 TTS: Simple and Fast Non-Autoregressive TTS,,,,,,,"Zhijun Liu, Shuai Wang, Pengcheng Zhu, Mengxiao Bi, Haizhou Li"
eskimez2024e2,E2 TTS,2406.18009v2,2024.06.26,2024.09.12,E2 TTS: Embarrassingly Easy Fully Non-Autoregressive Zero-Shot TTS,,,,,,,"Sefik Emre Eskimez, Xiaofei Wang, Manthan Thakker, Canrun Li, Chung-Hsien Tsai, Zhen Xiao, Hemin Yang, Zirun Zhu, Min Tang, Xu Tan, Yanqing Liu, Sheng Zhao, Naoyuki Kanda"
gao2023e3,E3 TTS,2311.00945v1,2023.11.02,2023.11.02,E3 TTS: Easy End-to-End Diffusion-Based Text to Speech,Google,,,,,,"Yuan Gao, Nobuyuki Morioka, Yu Zhang, Nanxin Chen"
donahue2020end,EATS,2006.03575v3,2020.06.05,2021.03.17,End-to-End Adversarial Text-to-Speech,DeepMind@GBR,ICLR2021Oral,,,TTS,,"Jeff Donahue, Sander Dieleman, Mikolaj Binkowski, Erich Elsen, Karen Simonyan"
desplanques2020ecapa-tdnn,ECAPA-TDNN,2005.07143v3,2020.05.14,2020.08.10,"ECAPA-TDNN: Emphasized Channel Attention, Propagation and Aggregation in TDNN Based Speaker Verification",,InterSpeech2020,,,,,"Brecht Desplanques, Jenthe Thienpondt, Kris Demuynck"
dawalatabad2021ecapa-tdnn,ECAPA-TDNN,2104.01466v1,2021.04.03,2021.04.03,ECAPA-TDNN Embeddings for Speaker Diarization,,InterSpeech2021,,,,,"Nauman Dawalatabad, Mirco Ravanelli, François Grondin, Jenthe Thienpondt, Brecht Desplanques, Hwidong Na"
qi2024eele,EELE,2408.10852v1,2024.08.20,2024.08.20,EELE: Exploring Efficient and Extensible LoRA Integration in Emotional Text-to-Speech,"CAS@CHN, UCAS@CHN, THU@CHN, SSPU@CHN, CUC@CHN",,,,,,"Xin Qi, Ruibo Fu, Zhengqi Wen, Jianhua Tao, Shuchen Shi, Yi Lu, Zhiyong Wang, Xiaopeng Wang, Yuankun Xie, Yukun Liu, Guanjun Li, Xuefei Liu, Yongwei Li"
song2024ella-v,ELLA-V,2401.07333v1,2024.01.14,2024.01.14,ELLA-V: Stable Neural Codec Language Modeling with Alignment-Guided Sequence Reordering,"SJTU@CHN, MicroSoft@USA",,,,,,"Yakun Song, Zhuo Chen, Xiaofei Wang, Ziyang Ma, Xie Chen"
karras2023analyzing,EMA,2312.02696v2,2023.12.05,2024.03.20,Analyzing and Improving the Training Dynamics of Diffusion Models,,CVPR2024,,,,,"Tero Karras, Miika Aittala, Jaakko Lehtinen, Janne Hellsten, Timo Aila, Samuli Laine"
he2024emilia,Emilia,2407.05361v3,2024.07.07,2024.09.07,"Emilia: An Extensive, Multilingual, and Diverse Speech Dataset for Large-Scale Speech Generation",,SLT2024,,,,,"Haorui He, Zengqiang Shang, Chaoren Wang, Xuyuan Li, Yicheng Gu, Hua Hua, Liwei Liu, Chen Yang, Jiaqi Li, Peiyang Shi, Yuancheng Wang, Kai Chen, Pengyuan Zhang, Zhizheng Wu"
gao2024emo-dpo,Emo-DPO,2409.10157v1,2024.09.16,2024.09.16,Emo-DPO: Controllable Emotional Speech Synthesis Through Direct Preference Optimization,,,,,RLHF,,"Xiaoxue Gao, Chen Zhang, Yiming Chen, Huayun Zhang, Nancy F. Chen"
ma2023emotion2vec,Emotion2Vec,2312.15185v1,2023.12.23,2023.12.23,emotion2vec: Self-Supervised Pre-Training for Speech Emotion Representation,,,,,,,"Ziyang Ma, Zhisheng Zheng, Jiaxin Ye, Jinchao Li, Zhifu Gao, Shiliang Zhang, Xie Chen"
adigwe2018emotional,EmoV-DB,1806.09514v1,2018.06.25,2018.06.25,The Emotional Voices Database: Towards Controlling the Emotion Dimension in Voice Generation Systems,,,,,,,"Adaeze Adigwe, Noé Tits, Kevin El Haddad, Sarah Ostadabbas, Thierry Dutoit"
chen2024emova,EMOVA,2409.18042v4,2024.09.26,2025.03.20,"EMOVA: Empowering Language Models to See, Hear and Speak with Vivid Emotions",,,,,,,"Kai Chen, Yunhao Gou, Runhui Huang, Zhili Liu, Daxin Tan, Jing Xu, Chunwei Wang, Yi Zhu, Yihan Zeng, Kuo Yang, Dingdong Wang, Kun Xiang, Haoyuan Li, Haoli Bai, Jianhua Han, Xiaohui Li, Weike Jin, Nian Xie, Yu Zhang, James T. Kwok, Hengshuang Zhao, Xiaodan Liang, Dit-Yan Yeung, Xiao Chen, Zhenguo Li, Wei Zhang, Qun Liu, Jun Yao, Lanqing Hong, Lu Hou, Hang Xu"
yang2025emovoice,EmoVoice,2504.12867v4,2025.04.17,2025.08.13,EmoVoice: LLM-based Emotional Text-to-Speech Model with Freestyle Text Prompting,,,,,,,"Guanrou Yang, Chen Yang, Qian Chen, Ziyang Ma, Wenxi Chen, Wen Wang, Tianrui Wang, Yifan Yang, Zhikang Niu, Wenrui Liu, Fan Yu, Zhihao Du, Zhifu Gao, ShiLiang Zhang, Xie Chen"
defossez2022high,EnCodec,2210.13438v1,2022.10.24,2022.10.24,High Fidelity Neural Audio Compression,,,,,,,"Alexandre Defossez, Jade Copet, Gabriel Synnaeve, Yossi Adi"
zheng2024ervq,ERVQ,2410.12359v2,2024.10.16,2025.06.11,ERVQ: Enhanced Residual Vector Quantization with Intra-and-Inter-Codebook Optimization for Neural Audio Codecs,,,,,,,"Rui-Chen Zheng, Hui-Peng Du, Xiao-Hang Jiang, Yang Ai, Zhen-Hua Ling"
zhou2020seen,ESD,2010.14794v2,2020.10.28,2021.02.11,Seen and Unseen Emotional Style Transfer for Voice Conversion with a New Emotional Speech Dataset,,,,,Dataset,,"Kun Zhou, Berrak Sisman, Rui Liu, Haizhou Li"
zhou2021emotional,ESD,2105.14762v2,2021.05.31,2022.01.10,"Emotional Voice Conversion: Theory, Databases and ESD",,SpeechCommunication2022,,,Dataset,,"Kun Zhou, Berrak Sisman, Rui Liu, Haizhou Li"
shi2024espnet-codec,ESPnet-Codec,2409.15897v2,2024.09.24,2025.02.24,"ESPnet-Codec: Comprehensive Training and Evaluation of Neural Codecs for Audio, Music, and Speech",,,,,,,"Jiatong Shi, Jinchuan Tian, Yihan Wu, Jee-weon Jung, Jia Qi Yip, Yoshiki Masuyama, William Chen, Yuning Wu, Yuxun Tang, Massa Baali, Dareen Alharhi, Dong Zhang, Ruifan Deng, Tejes Srivastava, Haibin Wu, Alexander H. Liu, Bhiksha Raj, Qin Jin, Ruihua Song, Shinji Watanabe"
tian2025espnet-speechlm,ESPnet-SpeechLM,2502.15218v2,2025.02.21,2025.02.24,ESPnet-SpeechLM: An Open Speech Language Model Toolkit,,,,,,,"Jinchuan Tian, Jiatong Shi, William Chen, Siddhant Arora, Yoshiki Masuyama, Takashi Maekaku, Yihan Wu, Junyi Peng, Shikhar Bharadwaj, Yiwen Zhao, Samuele Cornell, Yifan Peng, Xiang Yue, Chao-Han Huck Yang, Graham Neubig, Shinji Watanabe"
jiang2024estvocoder,ESTVocoder,2411.11258v1,2024.11.18,2024.11.18,ESTVocoder: An Excitation-Spectral-Transformed Neural Vocoder Conditioned on Mel Spectrogram,,,,,Vocoder,,"Xiao-Hang Jiang, Hui-Peng Du, Yang Ai, Ye-Xin Lu, Zhen-Hua Ling"
liao2024eva-gan,EVA-GAN,2402.00892v1,2024.01.31,2024.01.31,EVA-GAN: Enhanced Various Audio Generation via Scalable Generative Adversarial Networks,,,,,,,"Shijia Liao, Shiyi Lan, Arun George Zachariah"
dai2025everyone-can-sing,Everyone-Can-Sing,2501.13870v1,2025.01.23,2025.01.23,Everyone-Can-Sing: Zero-Shot Singing Voice Synthesis and Conversion With Speech Reference,,,,,SVS,,"Shuqi Dai, Yunyun Wang, Roger B. Dannenberg, Zeyu Jin"
amiriparian2024exhubert,ExHuBERT,2406.10275v1,2024.06.11,2024.06.11,ExHuBERT: Enhancing HuBERT Through Block Extension and Fine-Tuning on 37 Emotion Datasets,,,,,,,"Shahin Amiriparian, Filip Packań, Maurice Gerczuk, Björn W. Schuller"
anh2023expresso,EXPRESSO,2308.05725v1,2023.08.10,2023.08.10,EXPRESSO: A Benchmark and Analysis of Discrete Expressive Speech Resynthesis,,,,,Dataset,,"Tu Anh Nguyen, Wei-Ning Hsu, Antony D'Avirro, Bowen Shi, Itai Gat, Maryam Fazel-Zarani, Tal Remez, Jade Copet, Gabriel Synnaeve, Michael Hassid, Felix Kreuk, Yossi Adi, Emmanuel Dupoux"
chen2024f5-tts,F5-TTS,2410.06885v3,2024.10.09,2025.05.20,F5-TTS: A Fairytaler That Fakes Fluent and Faithful Speech with Flow Matching,,,,,,,"Yushen Chen, Zhikang Niu, Ziyang Ma, Keqi Deng, Chunhui Wang, Jian Zhao, Kai Yu, Xie Chen"
shen2024fa-gan,FA-GAN,2407.04575v1,2024.07.05,2024.07.05,FA-GAN: Artifacts-Free and Phase-Aware High-Fidelity GAN-based Vocoder,,,,,Vocoder,,"Rubing Shen, Yanzhen Ren, Zongkun Sun"
ott2019fairseq,FAIRSeq,1904.01038v1,2019.04.01,2019.04.01,"fairseq: A Fast, Extensible Toolkit for Sequence Modeling",,,,,,,"Myle Ott, Sergey Edunov, Alexei Baevski, Angela Fan, Sam Gross, Nathan Ng, David Grangier, Michael Auli"
wang2021fairseq,FAIRSeq S^2,2109.06912v1,2021.09.14,2021.09.14,fairseq S^2: A Scalable and Integrable Speech Synthesis Toolkit,,EMNLP2021,,,,,"Changhan Wang, Wei-Ning Hsu, Yossi Adi, Adam Polyak, Ann Lee, Peng-Jen Chen, Jiatao Gu, Juan Pino"
zheng2025accelerating,Fast F5-TTS,2505.19931v2,2025.05.26,2025.06.04,Accelerating Flow-Matching-Based Text-to-Speech via Empirically Pruned Step Sampling,,,,,,,"Qixi Zheng, Yushen Chen, Zhikang Niu, Ziyang Ma, Xiaofei Wang, Kai Yu, Xie Chen"
huang2022fastdiff,FastDiff,2204.09934v1,2022.04.21,2022.04.21,FastDiff: A Fast Conditional Diffusion Model for High-Quality Speech Synthesis,"ZJU@CHN, TencentAILab@CHN",IJCAI2022,,,,,"Rongjie Huang, Max W. Y. Lam, Jun Wang, Dan Su, Dong Yu, Yi Ren, Zhou Zhao"
lancucki2020fastpitch,FastPitch,2006.06873v2,2020.06.11,2021.02.16,FastPitch: Parallel Text-to-Speech with Pitch Prediction,,,,,,,Adrian Łancucki
ren2019fastspeech,FastSpeech,1905.09263v5,2019.05.22,2019.11.20,FastSpeech: Fast Robust and Controllable Text to Speech,"ZheJiangUniversity, Microsoft",NeurIPS2019,https://dl.acm.org/doi/abs/10.5555/3454287.3454572,https://speechresearch.github.io/fastspeech,,,"Yi Ren, Yangjun Ruan, Xu Tan, Tao Qin, Sheng Zhao, Zhou Zhao, Tie-Yan Liu"
ren2020fastspeech2,FastSpeech2,2006.04558v8,2020.06.08,2022.08.08,FastSpeech2: Fast and High-Quality End-to-End Text to Speech,ZheJiangUniversity/MSRA/MicrosoftAzureSpeech,ICLR2021,https://openreview.net/forum?id=piLPYqxtWuA,https://speechresearch.github.io/fastspeech2,,,"Yi Ren, Chenxu Hu, Xu Tan, Tao Qin, Sheng Zhao, Zhou Zhao, Tie-Yan Liu"
lee2026fc-tts,FC-TTS,2605.24618v1,2026.05.23,2026.05.23,FC-TTS: Style and Timbre Control in Zero-Shot Text-to-Speech With Disentangled Speech Representations,,,,,,,"Yoonhyung Lee, Hyunsin Park, Jinhwan Park, Jinkyu Lee"
wang2025felle,FELLE,2502.11128v2,2025.02.16,2025.09.03,FELLE: Autoregressive Speech Synthesis with Token-Wise Coarse-to-Fine Flow Matching,,,,,,,"Hui Wang, Shujie Liu, Lingwei Meng, Jinyu Li, Yifan Yang, Shiwan Zhao, Haiyang Sun, Yanqing Liu, Haoqin Sun, Jiaming Zhou, Yan Lu, Yong Qin"
jin2018fftnet,FFTNet,,,2018.04.15,FFTNet: A Real-Time Speaker-Dependent Neural Vocoder,,ICASSP2018,https://doi.org/10.1109/ICASSP.2018.8462431,,Vocoder,,"Zeyu Jin, Adam Finkelstein, Gautham J. Mysore, Jingwan Lu"
zhou2020finecombo-tts,FineComboTTS,2606.19209v1,2026.06.17,2026.06.17,FineCombo-TTS: Collaborative and Precise Controllable Speech Synthesis Using Text Descriptions and Reference Speech,"THU(SZ)@CHN,IMU@CHN, Tecent@CHN",InterSpeech2026,,https://thuhcsi.github.io/interspeech2026-FineCombo-TTS,,,"Shuoyi Zhou, Yixuan Zhou, Peiji Yang, Yifan Hu, Yicheng Zhong, Zhisheng Wang, Zhiyong Wu"
guo2024fireredtts,FireRedTTS,2409.03283v2,2024.09.05,2025.04.11,FireRedTTS: A Foundation Text-to-Speech Framework for Industry-Level Generative Speech Applications,,,,,,,"Hao-Han Guo, Yao Hu, Kun Liu, Fei-Yu Shen, Xu Tang, Yi-Chen Wu, Feng-Long Xie, Kun Xie, Kai-Tuo Xu"
xie2025fireredtts-2,FireRedTTS-2,2509.02020v2,2025.09.02,2025.09.04,FireRedTTS-2: Towards Long Conversational Speech Generation for Podcast and Chatbot,,,,,,,"Kun Xie, Feiyu Shen, Junjie Li, Fenglong Xie, Xu Tang, Yao Hu"
liao2024fish-speech,Fish-Speech,2411.01156v2,2024.11.02,2024.11.09,Fish-Speech: Leveraging Large Language Models for Advanced Multilingual Text-to-Speech Synthesis,,,,,,,"Shijia Liao, Yuxuan Wang, Tianyu Li, Yifan Cheng, Ruoyi Zhang, Rongzhi Zhou, Yijin Xing"
liao2026fish,FishAudioS2,2603.08823v2,2026.03.09,2026.03.11,Fish Audio S2 Technical Report,,,,,,,"Shijia Liao, Yuxuan Wang, Songting Liu, Yifan Cheng, Ruoyi Zhang, Tianyu Li, Shidong Li, Yisheng Zheng, Xingwei Liu, Qingzheng Wang, Zhizhuo Zhou, Jiahua Liu, Xin Chen, Dawei Han"
nguyen2025flamed-tts,Flamed-TTS,2510.02848v1,2025.10.03,2025.10.03,Flamed-TTS: Flow Matching Attention-Free Models for Efficient Generating and Dynamic Pacing Zero-Shot Text-to-Speech,,,,,,,"Hieu-Nghia Huynh-Nguyen, Huynh Nguyen Dang, Ngoc-Son Nguyen, Van Nguyen"
dao2023flashattention-2,FlashAttention-2,2307.08691v1,2023.07.17,2023.07.17,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning,,,,,,,Tri Dao
shah2024flashattention-3,FlashAttention-3,2407.08608v2,2024.07.11,2024.07.12,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-Precision,,,,,,,"Jay Shah, Ganesh Bikshandi, Ying Zhang, Vijay Thakkar, Pradeep Ramani, Tri Dao"
ye2024flashspeech,FlashSpeech,2404.14700v4,2024.04.23,2024.10.24,FlashSpeech: Efficient Zero-Shot Speech Synthesis,"HKUST@CHN, USTC@CHN, University of Surrey@GBR, MicroSoft@USA, NUS@SGP, IMU@CHN",,,,,,"Zhen Ye, Zeqian Ju, Haohe Liu, Xu Tan, Jianyi Chen, Yiwen Lu, Peiwen Sun, Jiahao Pan, Weizhen Bian, Shulin He, Wei Xue, Qifeng Liu, Yike Guo"
li2025flespeech,FleSpeech,2501.04644v2,2025.01.08,2025.04.30,FleSpeech: Flexibly Controllable Speech Generation with Various Prompts,,,,,,,"Hanzhao Li, Yuke Li, Xinsheng Wang, Jingbin Hu, Qicong Xie, Shan Yang, Lei Xie"
